,맥주,년,평점
5008,Mandalay Lager, 2002,3.3
5009,Mandalay Lager, 2004,1.7
5010,Mandalay Lager, 2007,1.2999999999999998
5011,Mandalay Lager, 2012,1.9000000000000001
5012,Mandalay Lager, 2013,2.2
5013,Mandalay Lager, 2014,1.7285714285714289
5014,Mandalay Lager, 2015,1.5333333333333332
5015,Mandalay Lager, 2016,1.9500000000000002
5016,Mandalay Lager, 2017,2.0
5017,Mandalay Lager, 2018,1.2
5018,Mandalay Lager, 2019,2.3
5019,Manica, 2004,3.0
5020,Manica, 2005,2.5999999999999996
5021,Manica, 2008,1.9
5022,Manica, 2009,2.3
5023,Manica, 2011,1.8714285714285712
5024,Manica, 2013,1.6
5025,Manica, 2014,3.1
5026,Manica, 2015,1.4
5027,Manica, 2017,2.7
5028,Manica, 2019,1.575
5029,Manica, 2020,2.25
5030,Manila Beer, 2011,1.9
5031,Manila Beer, 2013,1.8142857142857145
5032,Manila Beer, 2014,1.7
5033,Marathon, 2000,1.9
5034,Marathon, 2002,2.278571428571429
5035,Marathon, 2003,2.1
5036,Marathon, 2004,2.1555555555555554
5037,Marathon, 2005,1.8866666666666667
5038,Marathon, 2006,1.8699999999999999
5039,Marathon, 2007,2.05
5040,Marathon, 2008,2.285
5041,Marathon, 2009,2.117647058823529
5042,Marathon, 2010,2.29375
5043,Marathon, 2011,2.02
5044,Marathon, 2012,2.108333333333333
5045,Marathon, 2013,2.625
5046,Marathon, 2014,1.85
5047,Marathon, 2015,2.0
5048,Mariestads Export, 2002,2.2142857142857144
5049,Mariestads Export, 2003,2.38
5050,Mariestads Export, 2004,2.3714285714285714
5051,Mariestads Export, 2005,2.29
5052,Mariestads Export, 2006,2.2555555555555555
5053,Mariestads Export, 2007,2.2624999999999997
5054,Mariestads Export, 2008,2.3535714285714286
5055,Mariestads Export, 2009,2.3000000000000003
5056,Mariestads Export, 2010,2.4105263157894736
5057,Mariestads Export, 2011,2.495
5058,Mariestads Export, 2012,2.404761904761905
5059,Mariestads Export, 2013,2.2772727272727273
5060,Mariestads Export, 2014,2.427027027027027
5061,Mariestads Export, 2015,2.2833333333333337
5062,Mariestads Export, 2016,2.394117647058824
5063,Mariestads Export, 2017,2.610526315789474
5064,Mariestads Export, 2018,2.6142857142857143
5065,Mariestads Export, 2019,2.8
5066,Mariestads Export, 2020,2.4
5067,Marina, 2006,2.1
5068,Marina, 2007,1.3
5069,Marina, 2008,2.175
5070,Marina, 2009,1.9500000000000002
5071,Marina, 2010,2.0599999999999996
5072,Marina, 2011,1.7333333333333334
5073,Marina, 2012,1.6
5074,Marina, 2013,1.5
5075,Marina, 2014,2.5999999999999996
5076,Marina, 2015,2.025
5077,Marina, 2016,1.883333333333333
5078,Marina, 2017,2.1399999999999997
5079,Marina, 2018,2.4
5080,Marmara Kirrmizi, 2006,1.4000000000000001
5081,Marmara Kirrmizi, 2007,1.975
5082,Marmara Kirrmizi, 2008,2.75
5083,Marmara Kirrmizi, 2009,2.13
5084,Marmara Kirrmizi, 2010,2.3833333333333333
5085,Marmara Kirrmizi, 2011,2.1818181818181817
5086,Marmara Kirrmizi, 2012,2.0666666666666664
5087,Marmara Kirrmizi, 2013,2.1399999999999997
5088,Marmara Kirrmizi, 2014,2.111111111111111
5089,Marmara Kirrmizi, 2015,2.381818181818182
5090,Marmara Kirrmizi, 2016,2.0
5091,Master Tmavý 18°, 2007,3.466666666666667
5092,Master Tmavý 18°, 2008,3.3399999999999994
5093,Master Tmavý 18°, 2009,3.59
5094,Master Tmavý 18°, 2010,3.478571428571428
5095,Master Tmavý 18°, 2011,3.4966666666666675
5096,Master Tmavý 18°, 2012,3.3181818181818175
5097,Master Tmavý 18°, 2013,3.4700000000000006
5098,Master Tmavý 18°, 2014,3.4787234042553186
5099,Master Tmavý 18°, 2015,3.5833333333333335
5100,Master Tmavý 18°, 2016,3.399999999999999
5101,Master Tmavý 18°, 2017,3.4500000000000006
5102,Master Tmavý 18°, 2018,3.542857142857143
5103,Master Tmavý 18°, 2019,3.233333333333333
5104,Master Tmavý 18°, 2020,3.0
5105,Mayabe Cerveza Clara, 2002,1.7
5106,Mayabe Cerveza Clara, 2003,1.7375
5107,Mayabe Cerveza Clara, 2004,1.9
5108,Mayabe Cerveza Clara, 2005,1.47
5109,Mayabe Cerveza Clara, 2006,1.325
5110,Mayabe Cerveza Clara, 2007,1.4666666666666668
5111,Mayabe Cerveza Clara, 2008,1.788888888888889
5112,Mayabe Cerveza Clara, 2009,1.25
5113,Mayabe Cerveza Clara, 2010,1.7
5114,Mayabe Cerveza Clara, 2011,1.34
5115,Mayabe Cerveza Clara, 2012,1.5
5116,Mayabe Cerveza Clara, 2013,1.5
5117,Mayabe Cerveza Clara, 2014,1.6499999999999997
5118,Mayabe Cerveza Clara, 2015,1.78
5119,Mayabe Cerveza Clara, 2016,1.9333333333333333
5120,Mayabe Cerveza Clara, 2017,1.7
5121,Mayabe Cerveza Clara, 2019,1.7
5122,Mayabe Cerveza Clara, 2020,2.05
5123,McGargles Jim's Stout, 2015,3.0235294117647062
5124,McGargles Jim's Stout, 2016,3.1595238095238094
5125,McGargles Jim's Stout, 2017,3.0642857142857145
5126,McGargles Jim's Stout, 2018,3.3126984126984125
5127,McGargles Jim's Stout, 2019,3.3547619047619057
5128,McGargles Jim's Stout, 2020,3.472
5129,Meantime London IPA, 2005,3.493877551020408
5130,Meantime London IPA, 2006,3.5225806451612907
5131,Meantime London IPA, 2007,3.5136986301369872
5132,Meantime London IPA, 2008,3.538823529411764
5133,Meantime London IPA, 2009,3.4610389610389602
5134,Meantime London IPA, 2010,3.5060000000000007
5135,Meantime London IPA, 2011,3.431578947368421
5136,Meantime London IPA, 2012,3.5196428571428564
5137,Meantime London IPA, 2013,3.5671875
5138,Meantime London IPA, 2014,3.5412698412698416
5139,Meantime London IPA, 2015,3.453225806451614
5140,Meantime London IPA, 2016,3.3083333333333336
5141,Meantime London IPA, 2017,3.2888888888888896
5142,Meantime London IPA, 2018,3.3000000000000007
5143,Meantime London IPA, 2019,3.1799999999999993
5144,Meantime London IPA, 2020,3.3599999999999994
5145,Menabrea 1846 / Birra Bionda, 2000,2.9000000000000004
5146,Menabrea 1846 / Birra Bionda, 2001,2.8
5147,Menabrea 1846 / Birra Bionda, 2002,2.4058823529411764
5148,Menabrea 1846 / Birra Bionda, 2003,2.334375
5149,Menabrea 1846 / Birra Bionda, 2004,2.317857142857143
5150,Menabrea 1846 / Birra Bionda, 2005,2.3476190476190477
5151,Menabrea 1846 / Birra Bionda, 2006,2.34047619047619
5152,Menabrea 1846 / Birra Bionda, 2007,2.2411764705882358
5153,Menabrea 1846 / Birra Bionda, 2008,2.3205128205128207
5154,Menabrea 1846 / Birra Bionda, 2009,2.2410714285714284
5155,Menabrea 1846 / Birra Bionda, 2010,2.375
5156,Menabrea 1846 / Birra Bionda, 2011,2.478378378378379
5157,Menabrea 1846 / Birra Bionda, 2012,2.4033333333333333
5158,Menabrea 1846 / Birra Bionda, 2013,2.348648648648649
5159,Menabrea 1846 / Birra Bionda, 2014,2.3847826086956525
5160,Menabrea 1846 / Birra Bionda, 2015,2.3729166666666672
5161,Menabrea 1846 / Birra Bionda, 2016,2.5
5162,Menabrea 1846 / Birra Bionda, 2017,2.391666666666666
5163,Menabrea 1846 / Birra Bionda, 2018,2.484615384615385
5164,Menabrea 1846 / Birra Bionda, 2019,2.6919999999999993
5165,Menabrea 1846 / Birra Bionda, 2020,2.5076923076923077
5166,Merak Svetlo Pivo, 2010,1.5999999999999999
5167,Merak Svetlo Pivo, 2011,1.9333333333333336
5168,Merak Svetlo Pivo, 2012,1.55
5169,Merak Svetlo Pivo, 2013,1.7
5170,Merak Svetlo Pivo, 2014,2.0
5171,Merak Svetlo Pivo, 2015,1.86
5172,Merak Svetlo Pivo, 2016,1.8461538461538458
5173,Merak Svetlo Pivo, 2017,1.8
5174,Merak Svetlo Pivo, 2018,2.2142857142857144
5175,Merak Svetlo Pivo, 2019,1.7000000000000002
5176,Merak Svetlo Pivo, 2020,1.5333333333333332
5177,Mestra Amber Ale, 2006,2.55
5178,Mestra Amber Ale, 2007,2.6
5179,Mestra Amber Ale, 2008,1.9666666666666666
5180,Mestra Amber Ale, 2010,2.8
5181,Mestra Amber Ale, 2011,2.8
5182,Mestra Amber Ale, 2012,2.5
5183,Mestra Amber Ale, 2013,3.0
5184,Mestra Amber Ale, 2014,3.25
5185,Mestra Amber Ale, 2015,2.6
5186,Mestra Amber Ale, 2018,2.5
5187,Meta Beer Export Lager, 2007,1.575
5188,Meta Beer Export Lager, 2008,3.066666666666667
5189,Meta Beer Export Lager, 2009,2.5200000000000005
5190,Meta Beer Export Lager, 2010,2.3666666666666667
5191,Meta Beer Export Lager, 2011,2.1333333333333333
5192,Meta Beer Export Lager, 2012,2.0454545454545454
5193,Meta Beer Export Lager, 2013,2.0647058823529414
5194,Meta Beer Export Lager, 2014,2.283333333333333
5195,Meta Beer Export Lager, 2015,1.4500000000000002
5196,Meta Beer Export Lager, 2016,3.4
5197,Meta Beer Export Lager, 2017,2.3
5198,Meta Beer Export Lager, 2018,1.4
5199,Meta Beer Export Lager, 2019,2.4
5200,Mikkeller Beer Geek Breakfast, 2005,4.2
5201,Mikkeller Beer Geek Breakfast, 2006,4.155454545454544
5202,Mikkeller Beer Geek Breakfast, 2007,4.135968379446641
5203,Mikkeller Beer Geek Breakfast, 2008,4.114009661835751
5204,Mikkeller Beer Geek Breakfast, 2009,4.137552742616034
5205,Mikkeller Beer Geek Breakfast, 2010,4.089204545454547
5206,Mikkeller Beer Geek Breakfast, 2011,4.109589041095889
5207,Mikkeller Beer Geek Breakfast, 2012,4.091666666666667
5208,Mikkeller Beer Geek Breakfast, 2013,4.049350649350652
5209,Mikkeller Beer Geek Breakfast, 2014,4.057857142857144
5210,Mikkeller Beer Geek Breakfast, 2015,4.042727272727273
5211,Mikkeller Beer Geek Breakfast, 2016,3.9799999999999986
5212,Mikkeller Beer Geek Breakfast, 2017,3.984931506849313
5213,Mikkeller Beer Geek Breakfast, 2018,3.9709090909090916
5214,Mikkeller Beer Geek Breakfast, 2019,3.86551724137931
5215,Mikkeller Beer Geek Breakfast, 2020,3.867741935483871
5216,Miller Genuine Draft (MGD), 2000,1.5384615384615385
5217,Miller Genuine Draft (MGD), 2001,1.5253521126760572
5218,Miller Genuine Draft (MGD), 2002,1.6357541899441341
5219,Miller Genuine Draft (MGD), 2003,1.5239669421487607
5220,Miller Genuine Draft (MGD), 2004,1.4354330708661416
5221,Miller Genuine Draft (MGD), 2005,1.454867256637168
5222,Miller Genuine Draft (MGD), 2006,1.4982300884955746
5223,Miller Genuine Draft (MGD), 2007,1.4040816326530605
5224,Miller Genuine Draft (MGD), 2008,1.5183544303797478
5225,Miller Genuine Draft (MGD), 2009,1.6000000000000005
5226,Miller Genuine Draft (MGD), 2010,1.6557142857142861
5227,Miller Genuine Draft (MGD), 2011,1.5493333333333332
5228,Miller Genuine Draft (MGD), 2012,1.5586538461538473
5229,Miller Genuine Draft (MGD), 2013,1.697849462365591
5230,Miller Genuine Draft (MGD), 2014,1.6515789473684208
5231,Miller Genuine Draft (MGD), 2015,1.7522388059701495
5232,Miller Genuine Draft (MGD), 2016,1.7754716981132082
5233,Miller Genuine Draft (MGD), 2017,1.8659574468085105
5234,Miller Genuine Draft (MGD), 2018,1.9073170731707314
5235,Miller Genuine Draft (MGD), 2019,1.7833333333333332
5236,Miller Genuine Draft (MGD), 2020,1.824
5237,Miller Genuine Draft (MGD), 2021,2.4
5238,Minerva Stout, 2008,3.5
5239,Minerva Stout, 2009,3.3800000000000003
5240,Minerva Stout, 2010,3.6
5241,Minerva Stout, 2011,3.2318181818181824
5242,Minerva Stout, 2012,3.3333333333333335
5243,Minerva Stout, 2013,3.357142857142857
5244,Minerva Stout, 2014,3.1545454545454543
5245,Minerva Stout, 2015,3.55
5246,Minerva Stout, 2016,3.330769230769231
5247,Minerva Stout, 2017,2.9999999999999996
5248,Minerva Stout, 2018,3.4
5249,Minerva Stout, 2019,3.55
5250,Minerva Stout, 2020,3.65
5251,Moa Imperial Oak Aged Stout, 2010,3.466666666666667
5252,Moa Imperial Oak Aged Stout, 2011,3.55
5253,Moa Imperial Oak Aged Stout, 2012,3.5953488372093014
5254,Moa Imperial Oak Aged Stout, 2013,3.6388429752066123
5255,Moa Imperial Oak Aged Stout, 2014,3.6491525423728817
5256,Moa Imperial Oak Aged Stout, 2015,3.7352941176470593
5257,Moa Imperial Oak Aged Stout, 2016,3.6999999999999997
5258,Moa Imperial Oak Aged Stout, 2017,3.7142857142857144
5259,Moa Imperial Oak Aged Stout, 2018,3.6166666666666667
5260,Moa Imperial Oak Aged Stout, 2019,3.533333333333333
5261,Moa Imperial Oak Aged Stout, 2020,3.733333333333333
5262,Mocaf Export, 2007,1.525
5263,Mocaf Export, 2008,1.5
5264,Mocaf Export, 2014,1.85
5265,Mocaf Export, 2015,1.866666666666667
5266,Mocaf Export, 2016,1.9
5267,Mocaf Export, 2017,1.8727272727272728
5268,Mocaf Export, 2018,1.9
5269,Mocaf Export, 2020,1.4
5270,Mongozo Banana, 2002,0.75
5271,Mongozo Banana, 2003,2.488888888888889
5272,Mongozo Banana, 2004,2.0777777777777775
5273,Mongozo Banana, 2005,1.65625
5274,Mongozo Banana, 2006,1.7851851851851852
5275,Mongozo Banana, 2007,1.685294117647059
5276,Mongozo Banana, 2008,1.873913043478261
5277,Mongozo Banana, 2009,2.1312499999999996
5278,Mongozo Banana, 2010,2.45
5279,Mongozo Banana, 2011,1.970588235294118
5280,Mongozo Banana, 2012,2.2473684210526317
5281,Mongozo Banana, 2013,2.085185185185185
5282,Mongozo Banana, 2014,1.8000000000000003
5283,Mongozo Banana, 2015,2.139130434782609
5284,Mongozo Banana, 2016,2.266666666666666
5285,Mongozo Banana, 2017,2.433333333333333
5286,Mongozo Banana, 2018,2.4625
5287,Mongozo Banana, 2019,2.6799999999999997
5288,Mongozo Banana, 2020,2.025
5289,Montejo, 2000,1.6
5290,Montejo, 2002,2.4
5291,Montejo, 2003,2.2
5292,Montejo, 2004,2.1
5293,Montejo, 2005,1.7399999999999998
5294,Montejo, 2006,1.9000000000000001
5295,Montejo, 2007,1.9444444444444444
5296,Montejo, 2008,1.6590909090909092
5297,Montejo, 2009,2.216666666666667
5298,Montejo, 2010,1.4
5299,Montejo, 2011,2.075
5300,Montejo, 2012,2.357142857142857
5301,Montejo, 2013,2.242857142857143
5302,Montejo, 2014,1.9631578947368424
5303,Montejo, 2015,1.9163265306122448
5304,Montejo, 2016,2.004166666666667
5305,Montejo, 2017,2.0
5306,Montejo, 2018,2.0
5307,Montejo, 2019,2.8
5308,Montejo, 2020,1.0
5309,Moosehead Lager, 2000,2.4
5310,Moosehead Lager, 2001,2.5020833333333328
5311,Moosehead Lager, 2002,2.307826086956523
5312,Moosehead Lager, 2003,2.3040404040404048
5313,Moosehead Lager, 2004,2.125301204819278
5314,Moosehead Lager, 2005,2.102941176470588
5315,Moosehead Lager, 2006,2.244444444444443
5316,Moosehead Lager, 2007,2.1000000000000005
5317,Moosehead Lager, 2008,2.073863636363637
5318,Moosehead Lager, 2009,2.1075949367088604
5319,Moosehead Lager, 2010,2.2150943396226412
5320,Moosehead Lager, 2011,2.1357142857142852
5321,Moosehead Lager, 2012,2.178947368421054
5322,Moosehead Lager, 2013,2.0434782608695654
5323,Moosehead Lager, 2014,1.9796610169491524
5324,Moosehead Lager, 2015,2.3289473684210535
5325,Moosehead Lager, 2016,2.2666666666666666
5326,Moosehead Lager, 2017,2.293103448275862
5327,Moosehead Lager, 2018,2.6482758620689655
5328,Moosehead Lager, 2019,2.209090909090909
5329,Moosehead Lager, 2020,2.158333333333333
5330,Moritz, 2005,2.1799999999999997
5331,Moritz, 2006,2.685714285714286
5332,Moritz, 2007,2.3000000000000003
5333,Moritz, 2008,2.2923076923076926
5334,Moritz, 2009,2.2904761904761903
5335,Moritz, 2010,2.35
5336,Moritz, 2011,2.482608695652174
5337,Moritz, 2012,2.3178571428571426
5338,Moritz, 2013,2.3299999999999996
5339,Moritz, 2014,2.2190476190476183
5340,Moritz, 2015,2.383333333333333
5341,Moritz, 2016,2.259375000000001
5342,Moritz, 2017,2.4892857142857143
5343,Moritz, 2018,2.5466666666666664
5344,Moritz, 2019,2.5761904761904764
5345,Moritz, 2020,2.5250000000000004
5346,Morland Old Speckled Hen (Filtered), 2010,2.986153846153847
5347,Morland Old Speckled Hen (Filtered), 2011,2.9963414634146353
5348,Morland Old Speckled Hen (Filtered), 2012,2.9963302752293584
5349,Morland Old Speckled Hen (Filtered), 2013,3.0835051546391763
5350,Morland Old Speckled Hen (Filtered), 2014,2.9813084112149526
5351,Morland Old Speckled Hen (Filtered), 2015,3.06923076923077
5352,Morland Old Speckled Hen (Filtered), 2016,3.086666666666667
5353,Morland Old Speckled Hen (Filtered), 2017,3.0741379310344827
5354,Morland Old Speckled Hen (Filtered), 2018,2.928571428571429
5355,Morland Old Speckled Hen (Filtered), 2019,3.0148148148148146
5356,Morland Old Speckled Hen (Filtered), 2020,3.288235294117647
5357,Morland Old Speckled Hen (Filtered), 2021,2.0
5358,Mosi Lager, 2002,2.0
5359,Mosi Lager, 2008,1.9777777777777779
5360,Mosi Lager, 2009,1.6
5361,Mosi Lager, 2012,1.7666666666666666
5362,Mosi Lager, 2013,2.066666666666667
5363,Mosi Lager, 2014,1.7411764705882353
5364,Mosi Lager, 2015,2.6333333333333333
5365,Mosi Lager, 2016,2.62
5366,Mosi Lager, 2017,2.225
5367,Mosi Lager, 2018,1.1
5368,Mosi Lager, 2019,1.75
5369,Mostarsko Pivo, 2011,3.0
5370,Mostarsko Pivo, 2012,2.1333333333333333
5371,Mostarsko Pivo, 2013,2.25
5372,Mostarsko Pivo, 2014,2.2
5373,Mostarsko Pivo, 2016,2.04
5374,Mostarsko Pivo, 2017,1.9666666666666668
5375,Mostarsko Pivo, 2019,2.5
5376,Mousel Premium Pils, 2001,1.9499999999999997
5377,Mousel Premium Pils, 2002,2.325
5378,Mousel Premium Pils, 2003,1.8666666666666665
5379,Mousel Premium Pils, 2004,2.025
5380,Mousel Premium Pils, 2005,2.325
5381,Mousel Premium Pils, 2006,2.375
5382,Mousel Premium Pils, 2007,2.2333333333333334
5383,Mousel Premium Pils, 2008,2.16
5384,Mousel Premium Pils, 2009,1.975
5385,Mousel Premium Pils, 2010,2.1090909090909093
5386,Mousel Premium Pils, 2011,2.5
5387,Mousel Premium Pils, 2012,2.1785714285714284
5388,Mousel Premium Pils, 2013,2.32
5389,Mousel Premium Pils, 2014,2.1857142857142855
5390,Mousel Premium Pils, 2015,2.145454545454545
5391,Mousel Premium Pils, 2016,1.725
5392,Mousel Premium Pils, 2017,2.516666666666667
5393,Mousel Premium Pils, 2018,2.2
5394,Mousel Premium Pils, 2019,3.05
5395,Mtieli Beer, 2012,1.8333333333333333
5396,Mtieli Beer, 2013,2.66
5397,Mtieli Beer, 2014,2.2600000000000002
5398,Mtieli Beer, 2015,2.6500000000000004
5399,Mtieli Beer, 2016,1.8
5400,Mtieli Beer, 2017,2.6
5401,Murphy's Irish Stout, 2000,4.016666666666667
5402,Murphy's Irish Stout, 2001,3.3780487804878057
5403,Murphy's Irish Stout, 2002,3.436507936507939
5404,Murphy's Irish Stout, 2003,3.3745454545454545
5405,Murphy's Irish Stout, 2004,3.356880733944954
5406,Murphy's Irish Stout, 2005,3.2936842105263158
5407,Murphy's Irish Stout, 2006,3.2971698113207553
5408,Murphy's Irish Stout, 2007,3.199212598425198
5409,Murphy's Irish Stout, 2008,3.1446969696969687
5410,Murphy's Irish Stout, 2009,3.235714285714285
5411,Murphy's Irish Stout, 2010,3.150561797752809
5412,Murphy's Irish Stout, 2011,3.0545454545454542
5413,Murphy's Irish Stout, 2012,3.342307692307691
5414,Murphy's Irish Stout, 2013,3.289380530973453
5415,Murphy's Irish Stout, 2014,3.282242990654205
5416,Murphy's Irish Stout, 2015,3.121621621621621
5417,Murphy's Irish Stout, 2016,3.247169811320754
5418,Murphy's Irish Stout, 2017,3.161224489795919
5419,Murphy's Irish Stout, 2018,3.391891891891892
5420,Murphy's Irish Stout, 2019,3.255555555555556
5421,Murphy's Irish Stout, 2020,3.4545454545454537
5422,Murree Beer, 2005,2.0
5423,Murree Beer, 2007,2.1
5424,Murree Beer, 2008,2.5
5425,Murree Beer, 2009,1.8
5426,Murree Beer, 2010,1.8
5427,Murree Beer, 2012,2.323529411764706
5428,Murree Beer, 2013,2.2
5429,Murree Beer, 2014,2.15
5430,Murree Beer, 2015,1.9909090909090912
5431,Murree Beer, 2016,2.1
5432,Murree Beer, 2017,3.0
5433,Murree Beer, 2018,3.35
5434,Murree Beer, 2019,2.15
5435,Murree Beer, 2020,1.6
5436,Myanmar Lager Beer, 2002,1.5499999999999998
5437,Myanmar Lager Beer, 2003,1.3199999999999998
5438,Myanmar Lager Beer, 2004,1.5875000000000001
5439,Myanmar Lager Beer, 2005,3.2
5440,Myanmar Lager Beer, 2006,2.25
5441,Myanmar Lager Beer, 2007,1.2571428571428573
5442,Myanmar Lager Beer, 2008,1.7
5443,Myanmar Lager Beer, 2009,1.7249999999999999
5444,Myanmar Lager Beer, 2010,2.5
5445,Myanmar Lager Beer, 2011,1.7999999999999998
5446,Myanmar Lager Beer, 2012,1.657142857142857
5447,Myanmar Lager Beer, 2013,1.8571428571428572
5448,Myanmar Lager Beer, 2014,1.9357142857142857
5449,Myanmar Lager Beer, 2015,2.018181818181818
5450,Myanmar Lager Beer, 2016,2.0363636363636366
5451,Myanmar Lager Beer, 2017,1.8333333333333337
5452,Myanmar Lager Beer, 2018,2.3000000000000003
5453,Myanmar Lager Beer, 2019,2.2199999999999998
5454,Myanmar Lager Beer, 2020,2.025
5455,Mythos, 2000,3.05
5456,Mythos, 2001,2.32
5457,Mythos, 2002,2.056521739130435
5458,Mythos, 2003,1.7470588235294118
5459,Mythos, 2004,1.8045454545454545
5460,Mythos, 2005,1.9139999999999997
5461,Mythos, 2006,2.1220000000000003
5462,Mythos, 2007,1.9976744186046513
5463,Mythos, 2008,2.070370370370369
5464,Mythos, 2009,1.9821917808219185
5465,Mythos, 2010,1.9716666666666662
5466,Mythos, 2011,1.9594936708860762
5467,Mythos, 2012,2.1535087719298245
5468,Mythos, 2013,2.0688524590163926
5469,Mythos, 2014,2.092173913043478
5470,Mythos, 2015,2.1158415841584155
5471,Mythos, 2016,2.157746478873239
5472,Mythos, 2017,2.2365079365079366
5473,Mythos, 2018,2.404878048780488
5474,Mythos, 2019,2.240816326530613
5475,Mythos, 2020,2.124
5476,Mythos, 2021,1.3
5477,Nashe Pivo Klassicheskoe, 2016,2.3200000000000003
5478,Nashe Pivo Klassicheskoe, 2017,2.3600000000000003
5479,Nashe Pivo Klassicheskoe, 2018,2.25
5480,Nashe Pivo Klassicheskoe, 2019,1.7333333333333332
5481,Nashe Pivo Klassicheskoe, 2020,1.3
5482,Natakhtari Beer, 2006,2.8
5483,Natakhtari Beer, 2007,2.8
5484,Natakhtari Beer, 2009,2.5
5485,Natakhtari Beer, 2010,2.025
5486,Natakhtari Beer, 2011,2.0666666666666664
5487,Natakhtari Beer, 2012,2.0333333333333337
5488,Natakhtari Beer, 2013,1.8142857142857143
5489,Natakhtari Beer, 2014,2.24
5490,Natakhtari Beer, 2015,1.99375
5491,Natakhtari Beer, 2016,2.13125
5492,Natakhtari Beer, 2017,2.1130434782608694
5493,Natakhtari Beer, 2018,2.3099999999999996
5494,Natakhtari Beer, 2019,2.45
5495,Ndovu Special Malt, 2003,2.1
5496,Ndovu Special Malt, 2004,2.7
5497,Ndovu Special Malt, 2005,1.8
5498,Ndovu Special Malt, 2007,1.7666666666666668
5499,Ndovu Special Malt, 2009,2.1666666666666665
5500,Ndovu Special Malt, 2010,2.1
5501,Ndovu Special Malt, 2011,1.6272727272727272
5502,Ndovu Special Malt, 2012,1.75
5503,Ndovu Special Malt, 2013,2.2833333333333337
5504,Ndovu Special Malt, 2014,1.85
5505,Ndovu Special Malt, 2015,3.65
5506,Ndovu Special Malt, 2016,2.3833333333333333
5507,Ndovu Special Malt, 2017,2.05
5508,Ndovu Special Malt, 2018,1.6500000000000001
5509,Ndovu Special Malt, 2019,1.9714285714285715
5510,Ndovu Special Malt, 2021,2.3
5511,Neda Beer, 2010,2.6
5512,Neda Beer, 2012,2.4249999999999994
5513,Neda Beer, 2013,3.05
5514,Neda Beer, 2017,2.7
5515,Negev Porter Alon, 2010,3.7857142857142856
5516,Negev Porter Alon, 2011,3.56
5517,Negev Porter Alon, 2012,3.4307692307692315
5518,Negev Porter Alon, 2013,3.4000000000000004
5519,Negev Porter Alon, 2014,3.1866666666666665
5520,Negev Porter Alon, 2015,3.1
5521,Negev Porter Alon, 2016,2.85
5522,Negev Porter Alon, 2017,3.05
5523,Negev Porter Alon, 2018,3.5
5524,Nektar Pivo, 2003,3.35
5525,Nektar Pivo, 2004,2.08
5526,Nektar Pivo, 2005,2.45
5527,Nektar Pivo, 2006,1.85
5528,Nektar Pivo, 2007,2.216666666666667
5529,Nektar Pivo, 2008,2.0903846153846146
5530,Nektar Pivo, 2009,2.096551724137931
5531,Nektar Pivo, 2010,2.2454545454545456
5532,Nektar Pivo, 2011,2.0749999999999997
5533,Nektar Pivo, 2012,2.284210526315789
5534,Nektar Pivo, 2013,1.9583333333333333
5535,Nektar Pivo, 2014,1.8625000000000003
5536,Nektar Pivo, 2015,2.2818181818181817
5537,Nektar Pivo, 2016,2.28125
5538,Nektar Pivo, 2017,2.075
5539,Nektar Pivo, 2018,2.377777777777778
5540,Nektar Pivo, 2019,2.3833333333333333
5541,Nektar Pivo, 2020,2.825
5542,Neumarkt Premium, 2002,3.5
5543,Neumarkt Premium, 2003,3.2
5544,Neumarkt Premium, 2006,1.6
5545,Neumarkt Premium, 2007,2.75
5546,Neumarkt Premium, 2008,1.75
5547,Neumarkt Premium, 2009,1.85
5548,Neumarkt Premium, 2010,2.1
5549,Neumarkt Premium, 2011,2.7999999999999994
5550,Neumarkt Premium, 2012,2.1142857142857143
5551,Neumarkt Premium, 2013,1.6538461538461537
5552,Neumarkt Premium, 2014,2.2333333333333334
5553,Neumarkt Premium, 2015,3.0
5554,Neumarkt Premium, 2016,2.3
5555,Neumarkt Premium, 2017,0.5
5556,Neumarkt Premium, 2018,1.9874999999999998
5557,Neumarkt Premium, 2019,2.1
5558,Neumarkt Premium, 2020,2.3
5559,Neuzeller Bock, 2002,3.1
5560,Neuzeller Bock, 2003,3.05
5561,Neuzeller Bock, 2004,2.533333333333333
5562,Neuzeller Bock, 2005,3.0249999999999995
5563,Neuzeller Bock, 2006,2.8166666666666664
5564,Neuzeller Bock, 2008,2.9200000000000004
5565,Neuzeller Bock, 2009,2.8749999999999996
5566,Neuzeller Bock, 2010,3.0666666666666664
5567,Neuzeller Bock, 2011,2.471428571428571
5568,Neuzeller Bock, 2012,2.5999999999999996
5569,Neuzeller Bock, 2013,2.7714285714285714
5570,Neuzeller Bock, 2014,2.4875
5571,Neuzeller Bock, 2015,2.5
5572,Neuzeller Bock, 2016,2.533333333333333
5573,Neuzeller Bock, 2017,2.85
5574,Neuzeller Bock, 2019,3.6
5575,Neuzeller Bock, 2020,2.5
5576,Neuzeller Pilsner, 2002,4.1
5577,Neuzeller Pilsner, 2004,2.9
5578,Neuzeller Pilsner, 2005,2.6750000000000003
5579,Neuzeller Pilsner, 2006,2.9666666666666663
5580,Neuzeller Pilsner, 2008,3.3
5581,Neuzeller Pilsner, 2009,2.8615384615384616
5582,Neuzeller Pilsner, 2010,2.5666666666666664
5583,Neuzeller Pilsner, 2011,2.5714285714285716
5584,Neuzeller Pilsner, 2012,2.5142857142857147
